 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Fri Feb 25 02:11:58 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2819   2895   2361   2860   2876   2493   3052   1723   2399
      16    2880   2689   2318   2977   2892   2442   3087   1808   2318
      32    2874   2753   2311   3006   2650   2370   3035   1796   2385
      64    1226   2215   1976   1214   2244   2016   1983   1540    253
     128    1162   2202   1971   1241   2072   2012   1078    991    265
     256    1236   2232   1966   1217   2216   2044   1034   1042    261
     512    1221   2247   1939   1266   2227   1862   1091   1047    257
    1024    1259   2195   1879   1241   2218   1910   1073   1045    269
    2048    1218   2044   1871   1250   2005   1971   1014    995    266
    4096    1250   2118   1789   1243   2104   1927   1066    963    264
    8192    1225   2042   1899   1201   2050   1868   1055    958    263

                End of test Fri Feb 25 02:12:16 2022

