    BusSpeed riscv64 rv64g-opt optimized Fri Aug  5 15:35:41 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1561   1661   1827   1806   1927   1936
      32    250    344    243   1280   1565   1736
      64    119    135    168    353    755   1102
     128    123    131    175    164    751   1101
     256    116    139    176    354    733   1100
     512    123    132    175    354    602   1096
    1024    116    139    176    350    746   1035
    4096    115    134    170    343    324   1016
   16384    116    134    174    346    735   1011
   65536    115    136    179    184    756   1102
