 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sat Aug  6 15:55:30 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1636   2771   2550   1863   2778   2365   1285   1449   1966
      16    1633   2768   2405   1874   2749   2325   2446   1439   1883
      32    1628   1324   2502   1860   2753   2215   2412   1424   1946
      64    1266   2146   2039   1330   2044    705   1804   1184    271
     128    1239   2140   2049   1228   2144   1934   1049   1009    167
     256    1258   2097   2043   1319   2099   1948   1063   1022    269
     512    1263   1100   2063   1306   2099   1946   1013   1024    270
    1024    1251   2082   1929    939    956   1919   1059   1024    259
    2048    1227   2013   2013   1290   2035   1905    807    420    267
    4096    1161   2017   1985   1286   2016   1786   1046    993    266
    8192     534   2001   1972   1265   2015   1881   1046    992    266

                End of test Sat Aug  6 15:55:49 2022

