    BusSpeed riscv64 rv64g-opt optimized Sat Aug  6 12:57:28 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1184   1516   1302   1339   1346   1346
      32    182    296    407    965   1165    830
      64     78    104    167    295    676    894
     128     80    108    153    294    675    738
     256     79    103    165    291    666    895
     512     79    110    155    292    664    892
    1024     43    108    166    291    669    892
    4096     73    104    163    287    658    879
   16384     38     68    159    284    639    875
   65536     77    104    163    291    652    521
