    BusSpeed riscv64 rv64g optimized Fri Aug  5 15:45:28 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1497   1674   1837   1910   1917   1927
      32    229    352    465    925   1525   1746
      64    112    128    161    314    652    968
     128    114    132    161    314    311    970
     256    115    131    162    316    649    965
     512    115    133    163    303    689    969
    1024    115    123    165    319    697    968
    4096    110    123    163    298    683    662
   16384    109    115     86    312    678    941
   65536    105    109    167    316    274    634
