    BusSpeed riscv64 rv64g optimized Thu Feb 24 23:20:12 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1527   1612   1799   1847   1816   1895
      32    186    284    431   1052   1526   1682
      64     76     97    171    343    700   1059
     128     78    100    170    340    693   1073
     256     79     96    173    341    707   1074
     512     77     87    178    349    744   1079
    1024     76     93    174    330    735   1019
    4096     76     97    168    328    707    991
   16384     78     94    168    314    714   1045
   65536     79     87    174    342    683   1057
