    BusSpeed riscv64 rv64g-opt optimized Fri Aug  5 15:36:48 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1183   1505   1304   1340   1273   1346
      32    194    118    387    848   1140   1247
      64     82    117    159    330    681    907
     128     84     64    149    344    683    906
     256     84    113    161    344    682    898
     512     85    120     74    347    680    903
    1024     85    113    162    348    683    906
    4096     84    108     87    339    674    894
   16384     80    115    158    339    666    891
   65536     73     39    163    347    650    904
