 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sat Aug  6 15:55:12 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1629   2750   2549   1862   2624   2365   2446   1434   1987
      16    1630   1451   2548   1855   2768   2363   2312   1443   1989
      32    1609   2756   2534   1770   2751   1273   2384   1422   1956
      64    1258   2150   2005   1334   2151   1852   1789   1271    211
     128     756   2137   1930   1306   2147   1943   1063   1010    259
     256    1247   2079   2056    551   1985   1939   1068   1017    269
     512    1192   2102   2064   1310   2100   1942    562   1026    265
    1024    1262   2087   2050   1317   2070   1943   1066    973    237
    2048     771   2054   2007   1213   2052   1896   1038    993    267
    4096    1220   2007   1075   1276   2040   1904   1042    991    267
    8192    1218   2012   1941    697   2008   1867   1021    988    266

                End of test Sat Aug  6 15:55:30 2022

