    BusSpeed riscv64 rv64g-opt optimized Fri Aug  5 15:40:36 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1189   1524   1293   1335   1344   1271
      32    194    193    422   1021   1106   1245
      64     82    116    175    307    678    911
     128     85    119     72    288    684    896
     256     83    120    174    293    675    908
     512     84    120    175    161    685    905
    1024     84    120    165    307    679    893
    4096     82    116    161    163    657    885
   16384     82    115    174    304    667    895
   65536     84    112     79    162    689    860
