 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Fri Feb 25 02:02:34 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1676   2641   2020   1991   2522   2028   2442   1411   1872
      16    1673   2645   2051   1988   2655   2047   2438   1386   1821
      32    1611   2645   1958   1980   2648   1941   2428   1304   1929
      64    1261   2110   1690   1337   2108   1705   1798    266   1548
     128    1266   2144   1772   1309   2033   1721   1050    261   1046
     256    1253   1978   1735   1332   2036   1742   1072    260   1057
     512    1224   2043   1774   1244   2042   1769   1073    265   1057
    1024    1254   2060   1726   1311   2065   1664   1078    268   1011
    2048    1232   1888   1702   1281   1932   1712   1051    253   1026
    4096    1206   2040   1720   1294   2039   1670   1056    260    961
    8192    1246   1936   1640   1255   1957   1661   1011    264   1013

                End of test Fri Feb 25 02:02:52 2022

