 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Fri Feb 25 02:00:42 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1635   1644   1384   1776   1644   1655   2338   1415   1445
      16    1553   1676   1383   1796   1673   1595   2398   1418   1445
      32    1533   1673   1282   1870   1672   1632   2428   1437   1363
      64    1215   1205   1023   1328   1235   1153   1831   1282   1261
     128    1238   1165   1002   1293   1192   1213   1068    956   1013
     256    1212   1227   1052   1249   1229   1200   1033   1027    995
     512    1249   1206   1055   1317   1232   1231   1036   1023   1016
    1024    1251   1172   1030   1327   1210   1232   1019   1012    987
    2048    1185   1194   1020   1256   1197   1197   1038    978    998
    4096    1228   1126   1006   1289   1151   1192   1051    978    984
    8192    1210   1194    975   1291   1118   1196   1014    996    972

                End of test Fri Feb 25 02:01:01 2022

