    BusSpeed riscv64 rv64g-opt optimized Sat Aug  6 12:57:51 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1187   1509   1305   1324   1272   1345
      32    185    290    404    498   1161   1244
      64     77    106    163    289    665    893
     128     78    109    162    291    309    890
     256     79    108    163    291    624    889
     512     78    108    163    292    618    888
    1024     41    108    164    279    671    893
    4096     78    105    164    275    658    886
   16384     29    106    151    286    646    876
   65536     77    101    164    288    571    420
