    BusSpeed riscv64 rv64g-opt optimized Sat Aug  6 12:56:31 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    955   1518   1300   1336   1347   1346
      32    169    289    405   1007   1162   1242
      64     72     57    162    289    632    750
     128     79    109    160    291    633    793
     256     73    109    116    291    632    740
     512     79    110    161    292    637    750
    1024     80    107     89    278    639    787
    4096     77    105    162    273    624    780
   16384     76     60    159    285    616    775
   65536     73    105    162    290    626    483
