 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Fri Aug  5 18:14:33 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2731   2665   2696   2994   2903   1446   3077   1812   2430
      16    2895   2890   2568   3011   2892   2474   3083   1818   2440
      32    2707   1381   2609   2973   2885   2406   2876   1793   2416
      64    1302   2296   2138   1339   2294   1072   2158   1551    267
     128    1329   2283   2047   1316   2144   2038   1191   1103    174
     256    1259   2281   1844   1292   2267   2063   1198   1121    276
     512    1398   2293    931    803   2278   2031   1190   1123    276
    1024    1319   2302   2031   1377   2269   1932    494   1120    273
    2048    1327   2102   2032   1323   2194   2036   1113   1076    173
    4096    1324   2217   1984   1359   2179   2013   1170   1080    274
    8192     674   2093   1903   1324   2115   2008   1145   1080    272

                End of test Fri Aug  5 18:14:52 2022

