    BusSpeed riscv64 rv64g optimized Sat Aug  6 13:02:11 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1586   1642   1842   1905   1896   1924
      32    229    339    446    742   1596   1748
      64     96    118    152    293    644    892
     128    106    121    152    296    648    376
     256    105    121    152    283    624    942
     512    101    121    152    295    650    946
    1024     59    118    154    300    654    885
    4096    102    114    151    295    641    880
   16384     54    116    150    289    600    931
   65536    102    114    146    294    381    927
