 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Fri Feb 25 02:12:53 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2831   2729   2657   3018   2893   2448   3075   1716   2395
      16    2887   2813   2552   2999   2893   2328   3089   1810   2430
      32    2882   2830   2610   2936   2890   2416   2843   1788   2429
      64    1106   2291   2125   1265   2257   2017   1735   1432    270
     128    1215   2188   1981   1176   2217   1971   1074   1034    251
     256    1225   2200   1971   1224   2177   1941   1089   1024    268
     512    1191   2148   2077   1196   2140   2041   1088    975    268
    1024    1289   2249   2018   1179   2228   2058   1071   1026    269
    2048    1116   2161   2051   1186   2129   1926   1053   1018    260
    4096    1212   2054   1898   1233   2099   1998   1014   1013    268
    8192    1187   2089   1951   1251   2028   2000    995   1012    267

                End of test Fri Feb 25 02:13:11 2022

