    BusSpeed riscv64 rv64g-opt optimized Sat Aug  6 12:55:35 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1564   1656   1808   1894   1921   1920
      32    237    310    440   1267   1546    907
      64    110    123    163    331    708   1073
     128    113    126    164    313    383   1072
     256    113    126    165    309    706   1065
     512    113    127    165    312    704    895
    1024    113    127    169    334    713   1078
    4096    103    124    166    327    697    544
   16384    102    123    162    320    687   1044
   65536    107    123    165    241    314   1061
