 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sat Aug  6 15:42:32 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2948   1692   1431   2993   1695   1719   3069    816   1665
      16    2947   1601   1441   2989   1685   1723   3087   1426   1664
      32    2935   1585    604   2963   1583   1703   3036   1479   1646
      64    1119   1211   1124   1189    450    556   1862   1287    270
     128    1227   1203    969   1132    484   1196   1054    962    175
     256    1175   1229   1022   1177    584   1198   1067   1028    266
     512     804    901   1110   1171    505   1215   1061   1027    276
    1024    1259   1235    760    822    475   1220   1068   1021    275
    2048    1118   1210   1088   1158    342   1197   1041    985    274
    4096    1169   1205   1075   1219    643    624   1047    998    272
    8192    1185   1206   1085   1162    515    654   1049    949    274

                End of test Sat Aug  6 15:42:52 2022

