 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sat Aug  6 15:56:08 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1548   2774   2554   1864   2771   2356   2444   1449   1073
      16    1616   2771   2522   1767   2767   2363   2424   1450   1975
      32    1537   2754   2537    965   2734   2287   2419   1423   1952
      64    1276   2154   1958   1340   2161   1942   1842    450    223
     128    1259   2153   2044   1321   2141   1942   1060   1017    270
     256    1209   1101   2057   1301   2101   1941   1008   1019    270
     512    1261   2090   1943    787   2076   1936   1064   1025    269
    1024    1251   2090   2041   1244   2085   1487    496   1024    268
    2048    1216   2052   1978   1271   2054   1898   1046    978    200
    4096    1145   2011   1943   1267   2039   1769   1042    984    265
    8192    1034   1970   1942   1273   1849   1870   1043    980    267

                End of test Sat Aug  6 15:56:27 2022

