 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sat Aug  6 15:46:26 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2886   2865   2715   3015   2887   1249   3074   1794   2432
      16    2878   2729   2707   3025   2897   2489   3084   1806   2314
      32    2856   1557   2607   2979   2723   2406   3055   1777   2410
      64    1219   2130   2065   1146   2229    688   1873   1495    261
     128    1170   2194   1807   1138   2185   2002   1071   1033    164
     256    1171   2155   1980   1225   2069   2037   1072   1025    259
     512    1189   1203   1975   1262   2210   1924   1079   1040    258
    1024    1223   2217   1945    722   2186   2041   1018   1037    259
    2048    1189   2138   1872   1217   2120   1256   1022   1008    259
    4096    1225   2131   1814   1195   2079   1996    574   1015    258
    8192    1203   2056   1951   1174   2060   1930    998    489    259

                End of test Sat Aug  6 15:46:45 2022

