 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sat Aug  6 15:42:11 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2888   1765   1484   2998   1754   1896   2902    983   1806
      16    2869   1768   1482   2998   1766   1897   3057   1818   1806
      32    2714   1758    795   2994   1754   1786   3050   1793   1776
      64    1120   1244   1134   1240   1178    569   1812   1408   1492
     128    1208   1221   1021   1149   1226   1239   1046   1016    531
     256    1209   1248   1005   1173   1177   1257   1067   1021   1028
     512    1240    652    960   1194   1256   1266   1064   1026   1022
    1024    1177   1189   1125    544   1252   1262   1067   1025   1021
    2048    1151   1216   1016   1159   1216    711    986    983    989
    4096    1118   1226   1016   1168   1218   1227    554    991    990
    8192    1172   1224   1093   1213   1214   1168   1039   1000    946

                End of test Sat Aug  6 15:42:32 2022

