 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Fri Aug  5 18:22:11 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1681   2513   2345   1988   2631   2197   2448   1368   1985
      16    1672   1247   2357   1982   2514   2190   2424   1433   1989
      32    1670   2494   2342   1975   2613   1094   2407   1428   1956
      64    1317   2144   1962   1337   2144   1873   1879    270   1413
     128     594   2146   1958   1368   2143   1867   1171    270   1136
     256    1319   2127   1861    756   2102   1863   1172    261   1143
     512    1304   2108   1972   1422   2127   1868    583    270   1145
    1024    1326   2113   1967   1440   2116   1761   1184    271   1139
    2048     548   2037   1894   1385   2034   1831   1158    258   1114
    4096    1273   2018   1067   1387   2008   1768   1152    259   1113
    8192    1280   1961   1807    970   1950   1744   1154    258   1111

                End of test Fri Aug  5 18:22:30 2022

