 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sat Aug  6 15:57:05 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1679   2513   2359   1042   2651   2196   2313   1438   1989
      16    1665   2638   2357   1884   2640   2196   2414    767   1988
      32    1659   2638   2324   1961   2644   2180   2409   1425   1941
      64    1288   1341   1963   1354   2147   1866   1744    259   1603
     128    1260   2108   1955   1323    939    997   1061    259   1057
     256    1203   2072   1953   1330   2070   1727   1067    259    383
     512     989   2075   1947   1311   2080   1840   1076    258   1001
    1024    1268   2064   1285    865   1945   1841   1067    255   1047
    2048    1169   2049   1886   1278   2046    943   1048    253   1026
    4096    1238   1923   1894   1279   2034   1807    995    166   1013
    8192    1224   1903   1805   1282   2009   1742   1048    257    540

                End of test Sat Aug  6 15:57:24 2022

