 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Fri Aug  5 18:23:26 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1673   2663   2234   1995   2660   1646   2394   1368   1990
      16    1671   2625   2358   1982   2655   2200   2445   1431   1990
      32     845   2634   2347   1965   2636   2187   2276   1428   1964
      64    1300   2127   1977    756   2142   1853   1958    268   1597
     128    1310   2146   1949   1411   2141   1863   1050    182   1156
     256    1318   2134   1969   1414   2124   1867   1124    271   1151
     512     687   2130   1868   1427   2122   1863   1187    260   1150
    1024    1310   2086   1966    753   2101   1863   1181    269   1155
    2048    1221   2043   1928   1400   2036   1397    476    268   1106
    4096    1290   1904   1886   1389   1999   1821   1096    268    602
    8192    1286   2002   1809   1387   1989   1753   1095    268   1115

                End of test Fri Aug  5 18:23:45 2022

