 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sat Aug  6 15:50:00 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1663   1677   1205   1982   1675   1500    897   1371   1388
      16    1673   1674   1274   1878   1602   1514   2419   1439   1019
      32     854   1663   1263   1956   1667   1425   2407   1426   1420
      64    1266   1234    821    645   1225   1147   1728    247   1207
     128    1253   1219   1025   1239   1213    518   1045    258    934
     256    1256   1220   1035   1322   1224   1130   1038    167    933
     512    1264   1229   1034   1327   1168   1141   1064    257   1000
    1024     544   1232   1014   1333   1233   1127   1070    258   1004
    2048    1236    794    727   1277   1208   1113   1048    255    984
    4096    1229   1140    989    696    855   1117   1012    255    992
    8192    1236   1207    956   1293   1196    680   1045    246    977

                End of test Sat Aug  6 15:50:19 2022

