    BusSpeed riscv64 rv64g-opt optimized Sat Aug  6 12:54:38 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1567   1571   1834   1909   1311   1927
      32    225    325    445   1270   1529   1721
      64    104    123    165    329    383   1017
     128    113    125    162    330    665   1066
     256    113    127    165    327    707    464
     512    115    128    163    328    706   1067
    1024    114    128    167    332    673    995
    4096     68    122    164    326    657   1057
   16384    109    123    162    322    649   1042
   65536    107    118    164    325    687   1055
