    BusSpeed riscv64 rv64g-opt optimized Sat Aug  6 12:55:01 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1571   1650   1150   1234   1923   1906
      32    234    321    445   1270   1542   1710
      64    109    123    156    179    702   1072
     128    114    120    164    328    705   1065
     256    114    127    145    329    707   1009
     512    115    128    163    329    708    970
    1024    114    128    167    142    672   1061
    4096    109    123    164    325    632   1054
   16384    106    124    161    168    686   1045
   65536    107    117    166    327    699   1061
