    BusSpeed riscv64 rv64g optimized Sat Aug  6 12:59:44 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1591   1654   1833   1911   1819   1130
      32    234    332    448   1387   1601   1749
      64    101    117    151    278    646    495
     128    106    121    140    297    646    948
     256    106    120    153    281    648    942
     512    106     68    153    293    646    950
    1024    107    120    145    296    647    935
    4096    103     78    152    293    631    928
   16384     95    116    150    289    633    927
   65536    101    113    153    282    640    920
