    BusSpeed riscv64 rv64g optimized Sat Aug  6 13:02:00 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1560   1617   1772   1884   1792   1897
      32    179    281    465   1132    981   1668
      64     73     95    165    330    704   1038
     128     75     97    163    178    708    973
     256     75     97    165    329    707   1033
     512     72     97    164    325    584    361
    1024     71     97    163    328    704    955
    4096     73     96    160    323    688    648
   16384     73     95    161    321    691    956
   65536     73     88    165    327    413   1015
