    BusSpeed riscv64 rv64g-opt optimized Sat Aug  6 12:55:47 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1173   1504   1302   1264   1341   1347
      32    184    293    408    963    623   1244
      64     77    105    163    290    632    787
     128     79    108    151    291    635    428
     256     78    109    162    276    632    794
     512     78    108    164    276    638    791
    1024     80     40    157    294    640    780
    4096     77    104    155    290    631    776
   16384     73     38    160    285    623    763
   65536     73    105    162    290    628    482
