 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sat Aug  6 15:41:10 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2918   1691   1446   2825   1696   1717   3045   1504   1667
      16    2793   1700   1011   2968   1688   1702   3089   1510   1654
      32    2931   1686   1437   2970   1680   1715   1633   1414   1651
      64    1156   1217   1124   1167    514   1204   1882   1308    171
     128    1211   1194   1081   1238    474   1195   1055   1024    277
     256    1102    671    752   1182    479   1135   1059   1014    277
     512    1254   1165   1056    780    439   1214   1063   1027    276
    1024    1232   1232   1121   1214    548    661   1006   1019    276
    2048    1161   1189   1000   1184    533   1191   1044    534    274
    4096    1159   1196   1021   1204    535   1191   1052   1003    190
    8192    1171   1140   1084   1186    481   1133   1044    543    274

                End of test Sat Aug  6 15:41:30 2022

