 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Fri Aug  5 18:11:24 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2960   2618   2275   2984   2839   2454   3082   1546   1501
      16    2944   2738   2259   2986   2680   2446   3082   1533   2356
      32    2930   2604   2264   1833   2818   2432   2870   1528   2326
      64    1359   2166   1917   1212   2262   2056   2080    477   1932
     128    1324   2153   1923   1286   2176   1934   1193   1103    809
     256    1277   1009   1922   1254   2171   2060   1193   1044    814
     512    1366   2097   1925    977    894   2062   1188   1110    816
    1024    1349   2101   1902   1286   2155   1939   1196    592    822
    2048    1312   2009   1879   1288   2081   2023   1116   1083    808
    4096     730   2011   1867   1256   2089   2017   1116   1082    803
    8192    1256   1053   1798   1326   1954   1954   1181   1084    797

                End of test Fri Aug  5 18:11:43 2022

