    BusSpeed riscv64 rv64g-opt optimized Thu Feb 24 23:21:27 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1184   1390   1305   1340   1315   1345
      32    190    286    386    917   1067   1253
      64     79    102    156    341    676    916
     128     80    112    156    339    637    915
     256     81    112    149    340    690    899
     512     84    110    159    346    704    918
    1024     79    109    152    341    681    921
    4096     80    108    147    329    645    899
   16384     79    104    156    332    664    903
   65536     81    103    157    324    628    916
