 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sat Aug  6 15:49:01 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2943   2759   2511   2868   2827   2472   3079   1539   2225
      16    2020   2743   2650   2984   2653   2500   3067   1549   2329
      32    2936   2748   2499   2967   2162    926   3054   1530   2189
      64    1193   2141   2004   1153   2162   2028   1806   1277   1614
     128     652   2019   2122   1184   2144   2024   1065   1024    753
     256    1184   2093   2005    521   2111   2040   1066   1029    706
     512    1255   2099   2098   1167   2116   2053    607   1020    750
    1024    1259   2081   1987   1200   2111   2012   1022   1032    475
    2048    1198   2031   1968   1191   2040   2009   1058    950    738
    4096    1136   1098   1854   1213   2001   2008   1053   1004    740
    8192    1143   1982    662   1130   1822   1935   1054    999    733

                End of test Sat Aug  6 15:49:20 2022

