 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sat Aug  6 15:49:39 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1621   1656   1381   1872   1671   1678   1316   1443   1436
      16    1548   1677   1373   1874   1674   1581   2427   1446   1433
      32     880   1576   1372   1862   1651   1667   2410   1350   1416
      64    1278   1235    903    610   1237   1229   1793   1252   1246
     128    1254   1219   1061   1325   1151    654   1042   1007   1007
     256    1191   1217   1037   1331   1227   1218   1061    548   1013
     512    1258   1223   1046   1313   1229   1151   1065   1020   1005
    1024     604   1216    971   1297   1224   1216   1061    963   1013
    2048    1220   1189    539   1273   1189   1185   1044    936    986
    4096    1227   1197   1027    664   1183   1186   1043    986    983
    8192    1216   1197    971   1283    535   1187    989    984    986

                End of test Sat Aug  6 15:49:59 2022

