 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sat Aug  6 15:41:30 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2700   1769   1482   2993   1763   1898   2911   1810   1807
      16    2864    957   1397   3017   1765   1880   3083   1806   1762
      32    2862   1757   1461   2987   1752    890   3047   1781   1774
      64    1144   1166   1124   1204   1235   1241   1823    835   1545
     128    1153   1216    997   1139   1221   1237   1060    972   1020
     256     645   1246   1040   1159   1247   1256   1064    966   1021
     512    1240   1251    476   1171   1253   1266   1069   1031    959
    1024    1217   1259   1125   1107    594   1271   1063   1029   1026
    2048    1131   1223   1078   1184   1220    620   1043    995    994
    4096    1159   1210   1080   1201   1156   1231    628    995    932
    8192    1211   1213   1090   1097   1217   1211    370    938    988

                End of test Sat Aug  6 15:41:51 2022

