    BusSpeed riscv64 rv64g optimized Sat Aug  6 12:59:55 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1557   1530   1801   1888   1016   1890
      32    183    279    464   1121   1483   1666
      64     70     91    166    330    381    982
     128     75     95    162    331    665   1037
     256     76     96    164    329    545    227
     512     76     68    164    330    706   1017
    1024     76     96    155    140    695   1022
    4096     74     89    155    324    692   1004
   16384     74     88    160    321    364   1004
   65536     74     88    164    323    700   1014
