
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i386 optimized Sun Dec  9 04:00:29 2018
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     118     65     78    131     72     89     82     51     51
      16     116     64     77    129     72     88     69     48     48
      32      83     51     60     87     56     65     62     41     39
      64      48     37     41     49     40     43     45     38     38
     128      54     40     45     56     44     48     42     36     36
     256      42     34     37     42     36     38     34     31     30
     512      32     27     29     32     29     30     26     24     23
    1024      27     23     25     27     25     25     20     19     19
    2048      24     21     22     25     22     23     17     16     16
    4096      24     21     22     24     22     23     16     15     15
    8192      24     21     22     24     22     23     16     15     15

                End of test Sun Dec  9 04:04:49 2018

