
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed i386 i386 optimized Sun Dec  9 03:07:03 2018
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16     74     73    177    390    420    439
      32     48     49     48     71    124    199
      64     48     49     50     71    124    199
     128     31     32     32     47     84    143
     256     16     16     17     25     46     83
     512     10     10     10     15     27     53
    1024      8      9      8     13     24     46
    4096      8      8      7     12     21     41
   16384      7      7      7     12     21     41
   65536      7      7      7     12     21     41

 Type additional information to include in busSpeed.txt - Press Enter
