
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i386 optimized Sun Dec  9 03:49:45 2018
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     281    171    388    319    238    491    307    255    234
      16     267    167    373    309    233    454    169     83     82
      32     154    115    155    139    122    201    151     75     75
      64     154    115    155    139    122    201    103     60     59
     128     112     92    114    106     96    136     90     55     55
     256      52     47     53     51     49     56     57     40     40
     512      35     33     35     35     34     36     36     29     29
    1024      29     28     30     29     28     30     25     21     21
    2048      28     26     28     27     27     28     21     17     17
    4096      27     26     27     27     26     28     19     16     16
    8192      27     26     27     27     26     28     19     16     16

                End of test Sun Dec  9 03:52:56 2018

