
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i386 optimized Sun Dec  9 03:56:17 2018
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     118     65     78    131     72     89     90     51     49
      16     116     64     77    129     72     88     85     50     48
      32      83     51     60     87     56     64     78     47     46
      64      83     51     59     87     56     64     68     44     43
     128      60     44     49     62     47     51     53     38     37
     256      44     35     39     45     38     40     42     32     31
     512      30     26     28     31     27     28     30     23     23
    1024      27     23     25     27     24     25     24     19     19
    2048      24     21     22     25     22     23     20     16     16
    4096      24     21     22     24     22     23     18     15     15
    8192      24     21     19     24     22     23     18     15     15

                End of test Sun Dec  9 04:00:29 2018

