
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i386 optimized Sun Dec  9 03:52:56 2018
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     292    167    262    321    223    262    355    199     91
      16     284    161    255    313    217    249    115     92     78
      32     165    112    126    139    118    143     79     75     73
      64      89     73     78     82     75     83     59     57     54
     128      89     72     78     81     75     84     57     56     54
     256      46     41     43     44     42     44     34     34     34
     512      39     35     37     38     36     37     29     29     28
    1024      31     28     30     31     29     30     22     22     22
    2048      28     26     28     28     27     27     18     18     18
    4096      28     26     27     28     26     27     17     17     17
    8192      28     26     27     27     26     27     16     16     16

                End of test Sun Dec  9 03:56:17 2018

