
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i386 optimized Sun Dec  9 03:43:20 2018
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8     263    171    388    293    237    492    186    116    115
      16     251    166    370    285    231    454    150     82     77
      32     154    115    154    134    122    199    145     76     76
      64      77     67     78     74     69     85     56     43     42
     128      76     66     77     72     68     83     58     40     40
     256      53     48     53     51     49     57     45     34     34
     512      37     34     37     36     35     38     34     27     27
    1024      30     28     30     30     29     30     25     21     21
    2048      28     27     28     28     27     29     21     18     18
    4096      28     26     28     27     26     28     20     17     17
    8192      27     26     28     27     26     28     19     16     16

                End of test Sun Dec  9 03:46:38 2018

