
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version

    BusSpeed i386 i386 optimized Sun Dec  9 03:06:19 2018
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16     73     73    177    390    420    439
      32     49     49     48     71    124    199
      64     49     49     49     71    124    197
     128     21     21     21     32     57    104
     256     15     16     16     25     45     83
     512     11     11     11     17     30     57
    1024      8      8      8     13     23     45
    4096      7      8      8     11     19     38
   16384      8      8      7     12     21     41
   65536      7      7      7     12     21     41

 Type additional information to include in busSpeed.txt - Press Enter
