 ##########################################

   Memory Reading Speed Test loongarch64 loongarch64 optimized Sun Dec 11 15:21:54 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   28579   7777   7255  27429   6665   7055  15778  15674  14838
      16   26884   7777   7483  26159   6684   7046  15428  15261  15030
      32   26614   7751   7475  25391   6662   7018  15119  15010  15043
      64   26687   7755   7449  25037   6660   7021  14978  14870  14994
     128   16809   7532   7337  19037   6483   7119   8635   8390   8815
     256   16809   7519   7319  18984   6475   7116   8578   8388   8607
     512   15600   7404   7136  18090   6592   7056   9186   8893   9079
    1024   15610   7403   7129  18067   6603   7054   9210   8898   9056
    2048   15586   7403   7135  18081   6614   7107   9181   8793   9078
    4096   15607   7404   7138  18054   6617   7139   9276   8908   9075
    8192   15429   7327   7071  17679   6575   7039   9070   8782   8946

                End of test Sun Dec 11 15:22:10 2022

