 ##########################################

   Memory Reading Speed Test loongarch64 loongarch64 optimized Sun Dec 11 15:22:10 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   28152   7668   7554  27473   6332   7051  15703  15706  14841
      16   26122   7704   7549  26184   6333   7035  15461  15291  15067
      32   25593   7702   7540  25446   6326   7047  15243  15025  15017
      64   25446   7691   7525  25091   6315   7003  15134  14885  15043
     128   16843   7481   7364  19055   6359   7132   8446   8396   8827
     256   16762   7476   7366  19016   6359   7129   8450   8395   8621
     512   15602   7367   7169  18114   6243   6987   9001   8906   9101
    1024   15600   7366   7172  18108   6248   7067   8992   8879   9054
    2048   15620   7376   7171  18086   6246   7116   9006   8905   9077
    4096   15608   7383   7180  18104   6279   7128   9029   8912   9088
    8192   15328   7292   7087  17633   6218   7075   8783   8697   8863

                End of test Sun Dec 11 15:22:26 2022

