    BusSpeed loongarch64 loongarch64 optimized Sun Dec 11 15:11:52 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  12492  11549  13327  13650  13696  13708
      32  13780  12808  13236  13673  13263  13689
      64   9540   9359  13145  13325  13241  13453
     128   3921   3934   6526   9867   9970  11260
     256   3915   3935   6571   9886   9978  11267
     512   2142   2141   4993   8456   9558  11435
    1024   2143   2142   5004   8512   9627  11505
    4096   2145   2146   5003   8059   9656  11232
   16384    633    636   1346   3032   4853   7559
   65536    427    424    986   2441   4282   7537
