    BusSpeed loongarch64 loongarch64 optimized Sun Dec 11 15:11:42 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  12525  11556  13408  13663  13710  13733
      32  13378  12807  13432  13698  13718  13695
      64   9540   9352  13139  13325  13306  13442
     128   3922   3935   6528   9869   9967  10684
     256   3916   3935   6579   9887   9978  10691
     512   2143   2140   4942   8386   9581  10764
    1024   2144   2142   4991   8403   9575  10750
    4096   2144   2146   5005   8159   9538  10768
   16384    611    617   1329   3049   4771   7528
   65536    426    423    983   2448   4274   7480
