    BusSpeed parisc64 parisc64-2.0 optimized Wed Jul  3 22:06:49 2024
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1266    392    434    414   1598   1597
      32   1420    432    440    414   1609   1598
      64   1443    434    449    414   1613   1598
     128   1489    444    451    414   1616   1598
     256   1493    446    454    415   1616   1601
     512   1498    446    446    414   1611   1592
    1024    330    292    344    355   1192   1314
    4096     75     81    138    166    336    510
   16384     74     80    137    159    324    488
   65536     74     80    136    164    327    494
