 ##########################################

   Memory Reading Speed Test parisc64 parisc64-2.0 optimized Wed Jul  3 22:42:53 2024
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2770   1569   1650   3244   1570   1796   2704   1256   1255
      16    2784   1572   1657   3275   1574   1795   2709   1258   1259
      32    2790   1575   1658   3262   1575   1800   2734   1260   1257
      64    2793   1575    952   3164   1566   1801   2737   1258   1261
     128    2800   1575   1655   3268   1575   1794   2729   1258   1260
     256    2800   1574   1659   3274   1574   1799   2736   1260   1255
     512    2786   1569   1652   3250   1572   1797   2691   1251   1236
    1024    2120   1305   1360   2414   1303   1446   1798    975    975
    2048     506    388    381    448    392    395    336    207    209
    4096     463    351    346    403    353    352    303    184    187
    8192     474    360    354    409    361    359    317    188    192

                End of test Wed Jul  3 22:43:13 2024

