    BusSpeed parisc64 parisc64 optimized Wed Jul  3 22:07:35 2024
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1265    389    436    413   1594   1555
      32   1420    431    440    414   1594   1596
      64   1443    434    451    414   1606   1588
     128   1489    445    453    415   1582   1597
     256   1495    446    457    413   1533   1599
     512   1500    447    455    412   1564   1588
    1024    332    292    349    353   1179   1313
    4096     75     81    138    165    339    514
   16384     74     80    136    164    326    494
   65536     74     80    137    164    327    490
