    BusSpeed parisc64 parisc64-2.0 optimized Wed Jul  3 22:07:12 2024
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    618    386    428    408   1564   1657
      32   1411    428    428    411   1566   1660
      64   1437    432    442    400   1579   1661
     128   1485    444    446    409   1577   1661
     256   1494    446    439    414   1580   1660
     512   1499    447    445    413   1569   1655
    1024    331    292    336    354   1195   1345
    4096     75     67    135    162    333    502
   16384     74     80    137    165    333    491
   65536     74     80    137    164    334    489
