 ##########################################

   Memory Reading Speed Test parisc64 parisc64 optimized Wed Jul  3 22:45:03 2024
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2695   2141   3525   3250   2748   3589   2766   1256   1257
      16    2711   2144   3528   3260   2736   3587   2784   1259   1259
      32    2720   2140   3536   3259   2747   3600   2795   1256   1259
      64    2705   2143   3538   3240   2718   3538   2796   1255   1261
     128    2725   2130   3527   3272   2751   3598   2800   1261   1258
     256    2727   2137   3531   3274   2748   3583   2799   1260   1260
     512    2712   2124   3522   3262   2740   3573   2791   1257   1253
    1024    2061   1781    969    657    530    558    488    260    483
    2048     510    697    760    451    742    769    345    207    211
    4096     464    647    678    401    672    693    311    185    189
    8192     461    529    603    396    597    613    310    183    186

                End of test Wed Jul  3 22:45:20 2024

