    BusSpeed parisc64 parisc64-2.0 optimized Wed Jul  3 22:07:01 2024
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1255    428    444    418   1477   1619
      32   1408    469    452    419   1481   1620
      64   1437    476    463    419   1484   1620
     128   1481    476    463    419   1486   1621
     256   1488    488    466    419   1448   1623
     512   1483    491    464    416   1481   1621
    1024    332    303    354    355   1155   1311
    4096     75     81    140    166    325    494
   16384     74     80    139    164    325    481
   65536     74     77    136    163    324    478
