 ##########################################

   Memory Reading Speed Test parisc64 parisc64-2.0 optimized Wed Jul  3 22:43:13 2024
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    3217   1569   1653   3244   1569   1795   2709   1255   1247
      16    3232   1573   1656   3268   1572   1798   2724   1258   1259
      32    3240   1571   1657   3261   1573   1799   2730   1259   1259
      64    3239   1573   1656   3269   1568   1800   2686   1261   1260
     128    3159   1575   1658   3273   1574   1799   2741   1252   1260
     256    3246   1569   1656   3270   1576   1798   2739   1260   1260
     512    3237   1569   1648   3260   1571   1790   2732   1255   1255
    1024    2220   1273   1347   2349   1282   1444   1760    951    958
    2048     436    391    382    447    392    396    337    206    209
    4096     395    355    348    403    350    355    307    186    189
    8192     387    352    342    401    353    352    306    184    188

                End of test Wed Jul  3 22:43:33 2024

