 ##########################################

   Memory Reading Speed Test parisc64 parisc64-2.0 optimized Wed Jul  3 22:43:33 2024
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2706   2126   3516   3243   2746   3584   2764   1229   1256
      16    2698   2144   3528   3273   2745   3592   2781   1259   1255
      32    2671   2143   3534   3259   2751   3592   2792   1259   1260
      64    2719   2144   3531   3266   2739   3600   2796   1254   1261
     128    2726   2106   3538   3261   2749   3575   2800   1261   1261
     256    2722   2129   3535   3273   2746   3598   2794   1260   1260
     512    2714   2120   3519   3261   2727   3582   2791   1257   1256
    1024    1762   1825   2836   2383   2291   2771   1724    858    954
    2048     510    705    761    450    745    769    344    207    210
    4096     464    644    688    403    672    691    314    186    190
    8192     467    577    608    398    595    606    315    184    190

                End of test Wed Jul  3 22:43:51 2024

