    BusSpeed parisc64 parisc64-2.0 optimized Wed Jul  3 22:06:27 2024
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1267    392    436    413   1595   1597
      32   1418    427    428    414   1608   1595
      64   1442    433    451    414   1604   1600
     128   1487    445    452    415   1613   1596
     256   1494    445    457    415   1616   1598
     512   1499    444    454    414   1610   1589
    1024    331    290    348    354   1190   1312
    4096     73     80    136    165    334    508
   16384     74     80    137    165    327    492
   65536     74     80     90    164    327    494
