    BusSpeed parisc64 parisc64-2.0 optimized Wed Jul  3 22:07:24 2024
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    683    420    462    417   1649   1597
      32   1396    468    473    418   1665   1600
      64   1407    474    486    419   1673   1600
     128   1483    486    488    419   1678   1593
     256   1484    487    491    419   1679   1594
     512   1494    488    489    417   1672   1589
    1024    331    300    367    355   1190   1307
    4096     75     81    139    165    337    505
   16384     74     80    138    165    328    495
   65536     74     80    137    165    328    494
