    BusSpeed parisc64 parisc64-2.0 optimized Wed Jul  3 22:06:38 2024
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1258    425    447    418   1477   1620
      32   1415    473    452    417   1468   1624
      64   1441    475    462    418   1484   1623
     128   1487    487    463    419   1478   1624
     256   1495    488    466    419   1485   1568
     512   1468    493    463    416   1478   1578
    1024    333    302    353    354   1157   1320
    4096     74     80    139    165    329    497
   16384     73     79    139    164    327    482
   65536     72     80    139    165    327    481
