    BusSpeed sparc64 sparc64-vis optimized Sat Apr  1 01:39:24 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1020   1066   1698   2164   2268   2347
      32    465    483    484    504    516    636
      64    469    484    496    504    517    636
     128    480    496    496    504    517    636
     256    309    314    416    463    491    616
     512     75     76    126    203    293    444
    1024     32     32     56    104    173    303
    4096     26     26     46     88    149    269
   16384     26     26     46     87    150    270
   65536     26     26     46     88    150    270
