    BusSpeed sparc64 sparc64 optimized Sat Apr  1 01:39:02 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    715    538    685    703    724    737
      32    439    365    363    360    472    547
      64    444    366    374    361    472    547
     128    456    375    375    360    471    546
     256    456    372    376    357    467    542
     512     67     65    106    168    277    393
    1024     31     31     55     97    178    289
    4096     25     25     45     81    153    256
   16384     25     25     45     81    153    255
   65536     25     25     45     81    151    257
