    BusSpeed sparc64 sparc64 optimized Sat Apr  1 01:38:18 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    705    540    691    710    738    711
      32    380    310    245    159    472    547
      64    439    362    373    358    472    547
     128    453    372    373    358    472    547
     256    440    349    360    349    462    536
     512     65     64    108    165    274    389
    1024     30     26     54     96    176    283
    4096     25     25     45     81    153    256
   16384     25     25     45     81    153    256
   65536     25     25     45     81    153    257
