 ##########################################

   Memory Reading Speed Test sparc64 sparc64-vis optimized Sat Apr  1 02:01:54 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1717   2294   4578   3055   2750   4588   1718   1286   2556
      16    1722   2296   4591   3170   2750   4593   1720   1289   2576
      32     872   1391   1906   1104   1232   1907   1722   1291   2578
      64     854   1378   1882   1090   1218   1872    656    581    751
     128     860   1362   1879   1084   1217   1880    646    575    739
     256     849   1359   1849   1057   1199   1857    640    567    725
     512     476    837    961    521    790    958    282    261    290
    1024     252    496    498    266    483    496    133    127    133
    2048     212    417    407    224    414    408    110    105    109
    4096     208    411    400    219    406    400    107    103    106
    8192     206    373    367    222    369    366    108    105    107

                End of test Sat Apr  1 02:02:19 2023

