 ##########################################

   Memory Reading Speed Test sparc64 sparc64 optimized Sat Apr  1 02:00:37 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1475   1718   2579   2428   2174   2724   1584   1145   2045
      16    1477   1723   2584   2432   2174   2738   1588   1148   2060
      32     836   1097   1307    999   1229   1308   1589   1132   2062
      64     828   1089   1292    986   1201   1293    618    582    750
     128     817   1086   1292    985   1217   1292    607    575    739
     256     632    905   1043    711    996   1045    420    395    467
     512     460    730    827    506    786    809    272    265    293
    1024     260    444    490    265    464    466    132    129    133
    2048     220    378    418    224    387    391    109    106    109
    4096     217    373    412    219    385    386    107    104    107
    8192     219    328    371    221    336    337    107    105    107

                End of test Sat Apr  1 02:01:01 2023

